Provinsi,Tanggal,Running Sum of divaksin1 (ribu),divaksin1 (ribu)
Kalimantan Barat,2/1/2021,5.993,0.784
Kalimantan Barat,2/2/2021,8.137,2.144
Kalimantan Barat,2/3/2021,10.594,2.457
Kalimantan Barat,2/4/2021,12.746,2.152
Kalimantan Barat,2/5/2021,14.021,1.275
Kalimantan Barat,2/6/2021,15.058,1.037
Kalimantan Barat,2/7/2021,15.236,0.178
Kalimantan Barat,2/8/2021,16.931,1.695
Kalimantan Barat,2/9/2021,18.412,1.481
Kalimantan Barat,2/10/2021,19.827,1.415
Kalimantan Barat,2/11/2021,20.717,0.89
Kalimantan Barat,2/12/2021,20.784,0.067
Kalimantan Barat,2/13/2021,21.015,0.231
Kalimantan Barat,2/14/2021,21.018,0.003
Kalimantan Barat,2/15/2021,21.676,0.658
Kalimantan Barat,2/16/2021,22.335,0.659
Kalimantan Barat,2/17/2021,22.936,0.601
Kalimantan Barat,2/18/2021,23.482,0.546
Kalimantan Barat,2/19/2021,23.864,0.382
Kalimantan Barat,2/20/2021,24.055,0.191
Kalimantan Barat,2/21/2021,24.074,0.019
Kalimantan Barat,2/22/2021,24.484,0.41
Kalimantan Barat,2/23/2021,24.701,0.217
Kalimantan Barat,2/24/2021,24.902,0.201
Kalimantan Barat,2/25/2021,25.009,0.107
Kalimantan Barat,2/26/2021,25.1,0.091
Kalimantan Barat,2/27/2021,25.131,0.031
Kalimantan Barat,2/28/2021,25.134,0.003
Kalimantan Barat,3/1/2021,25.742,0.608
Kalimantan Barat,3/2/2021,26.826,1.084
Kalimantan Barat,3/3/2021,29.523,2.697
Kalimantan Barat,3/4/2021,33.415,3.892
Kalimantan Barat,3/5/2021,35.555,2.14
Kalimantan Barat,3/6/2021,36.411,0.856
Kalimantan Barat,3/7/2021,36.415,0.004
Kalimantan Barat,3/8/2021,38.18,1.765
Kalimantan Barat,3/9/2021,41.311,3.131
Kalimantan Barat,3/10/2021,45.233,3.922
Kalimantan Barat,3/11/2021,45.292,0.059
Kalimantan Barat,3/12/2021,47.243,1.951
Kalimantan Barat,3/13/2021,48.319,1.076
Kalimantan Barat,3/14/2021,48.321,0.002
Kalimantan Barat,3/15/2021,50.52,2.199
Kalimantan Barat,3/16/2021,52.924,2.404
Kalimantan Barat,3/17/2021,56.23,3.306
Kalimantan Barat,3/18/2021,58.518,2.288
Kalimantan Barat,3/19/2021,60.528,2.01
Kalimantan Barat,3/20/2021,61.276,0.748
Kalimantan Barat,3/21/2021,61.376,0.1
Kalimantan Barat,3/22/2021,63.396,2.02
Kalimantan Barat,3/23/2021,65.427,2.031
Kalimantan Barat,3/24/2021,69.106,3.679
Kalimantan Barat,3/25/2021,74.142,5.036
Kalimantan Barat,3/26/2021,78.161,4.019
Kalimantan Barat,3/27/2021,79.739,1.578
Kalimantan Barat,3/28/2021,79.964,0.225
Kalimantan Barat,3/29/2021,83.202,3.238
Kalimantan Barat,3/30/2021,86.05,2.848
Kalimantan Barat,3/31/2021,89.444,3.394
Kalimantan Barat,4/1/2021,93.179,3.735
Kalimantan Barat,4/2/2021,93.18,0.001
Kalimantan Barat,4/3/2021,93.729,0.549
Kalimantan Barat,4/4/2021,93.73,0.001
Kalimantan Barat,4/5/2021,96.285,2.555
Kalimantan Barat,4/6/2021,99.315,3.03
Kalimantan Barat,4/7/2021,102.475,3.16
Kalimantan Barat,4/8/2021,105.335,2.86
Kalimantan Barat,4/9/2021,107.749,2.414
Kalimantan Barat,4/10/2021,108.92,1.171
Kalimantan Barat,4/11/2021,109.016,0.096
Kalimantan Barat,4/12/2021,111.645,2.629
Kalimantan Barat,4/13/2021,113.4,1.755
Kalimantan Barat,4/14/2021,115.325,1.925
Kalimantan Barat,4/15/2021,117.263,1.938
Kalimantan Barat,4/16/2021,118.868,1.605
Kalimantan Barat,4/17/2021,119.344,0.476
Kalimantan Barat,4/18/2021,119.344,0
Kalimantan Barat,4/19/2021,120.741,1.397
Kalimantan Barat,4/20/2021,122.969,2.228
Kalimantan Barat,4/21/2021,124.962,1.993
Kalimantan Barat,4/22/2021,126.204,1.242
Kalimantan Barat,4/23/2021,127.068,0.864
Kalimantan Barat,4/24/2021,127.243,0.175
Kalimantan Barat,4/25/2021,127.251,0.008
Kalimantan Barat,4/26/2021,128.891,1.64
Kalimantan Barat,4/27/2021,130.747,1.856
Kalimantan Barat,4/28/2021,132.378,1.631
Kalimantan Barat,4/29/2021,134.615,2.237
Kalimantan Barat,4/30/2021,135.901,1.286
Kalimantan Barat,5/1/2021,136.215,0.314
Kalimantan Barat,5/2/2021,136.23,0.015
Kalimantan Barat,5/3/2021,137.468,1.238
Kalimantan Barat,5/4/2021,138.888,1.42
Kalimantan Barat,5/5/2021,140.729,1.841
Kalimantan Barat,5/6/2021,142.144,1.415
Kalimantan Barat,5/7/2021,142.743,0.599
Kalimantan Barat,5/8/2021,143.273,0.53
Kalimantan Barat,5/9/2021,143.295,0.022
Kalimantan Barat,5/10/2021,143.564,0.269
Kalimantan Barat,5/11/2021,143.675,0.111
Kalimantan Barat,5/12/2021,143.759,0.084
Kalimantan Barat,5/13/2021,143.762,0.003
Kalimantan Barat,5/14/2021,143.766,0.004
Kalimantan Barat,5/15/2021,143.775,0.009
Kalimantan Barat,5/16/2021,143.776,0.001
Kalimantan Barat,5/17/2021,143.956,0.18
Kalimantan Barat,5/18/2021,144.7,0.744
Kalimantan Barat,5/19/2021,145.346,0.646
Kalimantan Barat,5/20/2021,146.567,1.221
Kalimantan Barat,5/21/2021,147.506,0.939
Kalimantan Barat,5/22/2021,147.703,0.197
Kalimantan Barat,5/23/2021,147.749,0.046
Kalimantan Barat,5/24/2021,149.268,1.519
Kalimantan Barat,5/25/2021,151.71,2.442
Kalimantan Barat,5/26/2021,152.034,0.324
Kalimantan Barat,5/27/2021,154.213,2.179
Kalimantan Barat,5/28/2021,155.833,1.62
Kalimantan Barat,5/29/2021,156.88,1.047
Kalimantan Barat,5/30/2021,156.907,0.027
Kalimantan Barat,5/31/2021,157.977,1.07
Kalimantan Barat,6/1/2021,158.075,0.098
Kalimantan Barat,6/2/2021,160.849,2.774
Kalimantan Barat,6/3/2021,164.177,3.328
Kalimantan Barat,6/4/2021,166.068,1.891
Kalimantan Barat,6/5/2021,166.944,0.876
Kalimantan Barat,6/6/2021,167.044,0.1
Kalimantan Barat,6/7/2021,168.768,1.724
Kalimantan Barat,6/8/2021,171.388,2.62
Kalimantan Barat,6/9/2021,174.245,2.857
Kalimantan Barat,6/10/2021,176.858,2.613
Kalimantan Barat,6/11/2021,179.368,2.51
Kalimantan Barat,6/12/2021,180.187,0.819
Kalimantan Barat,6/13/2021,180.299,0.112
Kalimantan Barat,6/14/2021,183.412,3.113
Kalimantan Barat,6/15/2021,188.399,4.987
Kalimantan Barat,6/16/2021,195.077,6.678
Kalimantan Barat,6/17/2021,201.888,6.811
Kalimantan Barat,6/18/2021,208.98,7.092
Kalimantan Barat,6/19/2021,213.535,4.555
Kalimantan Barat,6/20/2021,214.612,1.077
Kalimantan Barat,6/21/2021,224.266,9.654
Kalimantan Barat,6/22/2021,235.176,10.91
Kalimantan Barat,6/23/2021,248.399,13.223
Kalimantan Barat,6/24/2021,262.336,13.937
Kalimantan Barat,6/25/2021,271.513,9.177
Kalimantan Barat,6/26/2021,289.473,17.96
Kalimantan Barat,6/27/2021,291.201,1.728
Kalimantan Barat,6/28/2021,301.326,10.125
Kalimantan Barat,6/29/2021,315.557,14.231
Kalimantan Barat,6/30/2021,331.9,16.343
Kalimantan Barat,7/1/2021,345.392,13.492
Kalimantan Barat,7/2/2021,354.034,8.642
Kalimantan Barat,7/3/2021,365.596,11.562
Kalimantan Barat,7/4/2021,372.378,6.782
Kalimantan Barat,7/5/2021,385.159,12.781
Kalimantan Barat,7/6/2021,398.21,13.051
Kalimantan Barat,7/7/2021,413.708,15.498
Kalimantan Barat,7/8/2021,429.57,15.862
Kalimantan Barat,7/9/2021,442.093,12.523
Kalimantan Barat,7/10/2021,448.34,6.247
Kalimantan Barat,7/11/2021,449.034,0.694
Kalimantan Barat,7/12/2021,458.432,9.398
Kalimantan Barat,7/13/2021,469.51,11.078
Kalimantan Barat,7/14/2021,476.107,6.597
Kalimantan Selatan,1/7/2021,0.001,0.001
Kalimantan Selatan,1/13/2021,0.001,0
Kalimantan Selatan,1/14/2021,0.09,0.089
Kalimantan Selatan,1/15/2021,0.149,0.059
Kalimantan Selatan,1/16/2021,0.315,0.166
Kalimantan Selatan,1/18/2021,0.495,0.18
Kalimantan Selatan,1/19/2021,0.62,0.125
Kalimantan Selatan,1/20/2021,0.909,0.289
Kalimantan Selatan,1/21/2021,1.282,0.373
Kalimantan Selatan,1/22/2021,1.581,0.299
Kalimantan Selatan,1/23/2021,1.937,0.356
Kalimantan Selatan,1/25/2021,2.276,0.339
Kalimantan Selatan,1/26/2021,2.408,0.132
Kalimantan Selatan,1/27/2021,2.773,0.365
Kalimantan Selatan,1/28/2021,3.51,0.737
Kalimantan Selatan,1/29/2021,3.822,0.312
Kalimantan Selatan,1/30/2021,4.312,0.49
Kalimantan Selatan,1/31/2021,4.321,0.009
Kalimantan Selatan,2/1/2021,5.004,0.683
Kalimantan Selatan,2/2/2021,6.336,1.332
Kalimantan Selatan,2/3/2021,8.092,1.756
Kalimantan Selatan,2/4/2021,9.641,1.549
Kalimantan Selatan,2/5/2021,10.493,0.852
Kalimantan Selatan,2/6/2021,11.503,1.01
Kalimantan Selatan,2/7/2021,11.54,0.037
Kalimantan Selatan,2/8/2021,13.14,1.6
Kalimantan Selatan,2/9/2021,14.017,0.877
Kalimantan Selatan,2/10/2021,15.022,1.005
Kalimantan Selatan,2/11/2021,16.189,1.167
Kalimantan Selatan,2/12/2021,16.202,0.013
Kalimantan Selatan,2/13/2021,16.724,0.522
Kalimantan Selatan,2/14/2021,16.731,0.007
Kalimantan Selatan,2/15/2021,17.503,0.772
Kalimantan Selatan,2/16/2021,18.362,0.859
Kalimantan Selatan,2/17/2021,19.499,1.137
Kalimantan Selatan,2/18/2021,20.506,1.007
Kalimantan Selatan,2/19/2021,21.005,0.499
Kalimantan Selatan,2/20/2021,21.672,0.667
Kalimantan Selatan,2/21/2021,21.675,0.003
Kalimantan Selatan,2/22/2021,22.693,1.018
Kalimantan Selatan,2/23/2021,23.101,0.408
Kalimantan Selatan,2/24/2021,23.834,0.733
Kalimantan Selatan,2/25/2021,24.443,0.609
Kalimantan Selatan,2/26/2021,24.86,0.417
Kalimantan Selatan,2/27/2021,25.325,0.465
Kalimantan Selatan,2/28/2021,25.328,0.003
Kalimantan Selatan,3/1/2021,26.209,0.881
Kalimantan Selatan,3/2/2021,27.131,0.922
Kalimantan Selatan,3/3/2021,29.105,1.974
Kalimantan Selatan,3/4/2021,31.834,2.729
Kalimantan Selatan,3/5/2021,33.684,1.85
Kalimantan Selatan,3/6/2021,35.465,1.781
Kalimantan Selatan,3/7/2021,35.549,0.084
Kalimantan Selatan,3/8/2021,39.868,4.319
Kalimantan Selatan,3/9/2021,44.101,4.233
Kalimantan Selatan,3/10/2021,48.358,4.257
Kalimantan Selatan,3/11/2021,48.721,0.363
Kalimantan Selatan,3/12/2021,50.418,1.697
Kalimantan Selatan,3/13/2021,51.265,0.847
Kalimantan Selatan,3/14/2021,51.266,0.001
Kalimantan Selatan,3/15/2021,52.996,1.73
Kalimantan Selatan,3/16/2021,55.063,2.067
Kalimantan Selatan,3/17/2021,57.292,2.229
Kalimantan Selatan,3/18/2021,59.081,1.789
Kalimantan Selatan,3/19/2021,60.621,1.54
Kalimantan Selatan,3/20/2021,61.921,1.3
Kalimantan Selatan,3/21/2021,61.922,0.001
Kalimantan Selatan,3/22/2021,63.817,1.895
Kalimantan Selatan,3/23/2021,65.625,1.808
Kalimantan Selatan,3/24/2021,68.971,3.346
Kalimantan Selatan,3/25/2021,73.33,4.359
Kalimantan Selatan,3/26/2021,75.495,2.165
Kalimantan Selatan,3/27/2021,78.229,2.734
Kalimantan Selatan,3/28/2021,78.231,0.002
Kalimantan Selatan,3/29/2021,80.387,2.156
Kalimantan Selatan,3/30/2021,84.211,3.824
Kalimantan Selatan,3/31/2021,87.363,3.152
Kalimantan Selatan,4/1/2021,89.735,2.372
Kalimantan Selatan,4/2/2021,89.887,0.152
Kalimantan Selatan,4/3/2021,90.839,0.952
Kalimantan Selatan,4/4/2021,91.034,0.195
Kalimantan Selatan,4/5/2021,92.819,1.785
Kalimantan Selatan,4/6/2021,94.635,1.816
Kalimantan Selatan,4/7/2021,97.944,3.309
Kalimantan Selatan,4/8/2021,100.328,2.384
Kalimantan Selatan,4/9/2021,101.468,1.14
Kalimantan Selatan,4/10/2021,103.184,1.716
Kalimantan Selatan,4/11/2021,103.184,0
Kalimantan Selatan,4/12/2021,105.815,2.631
Kalimantan Selatan,4/13/2021,106.454,0.639
Kalimantan Selatan,4/14/2021,107.671,1.217
Kalimantan Selatan,4/15/2021,108.848,1.177
Kalimantan Selatan,4/16/2021,109.291,0.443
Kalimantan Selatan,4/17/2021,109.81,0.519
Kalimantan Selatan,4/18/2021,109.81,0
Kalimantan Selatan,4/19/2021,110.976,1.166
Kalimantan Selatan,4/20/2021,113.008,2.032
Kalimantan Selatan,4/21/2021,116.77,3.762
Kalimantan Selatan,4/22/2021,120.495,3.725
Kalimantan Selatan,4/23/2021,122.438,1.943
Kalimantan Selatan,4/24/2021,124.811,2.373
Kalimantan Selatan,4/25/2021,125.4,0.589
Kalimantan Selatan,4/26/2021,130.203,4.803
Kalimantan Selatan,4/27/2021,133.575,3.372
Kalimantan Selatan,4/28/2021,137.698,4.123
Kalimantan Selatan,4/29/2021,141.742,4.044
Kalimantan Selatan,4/30/2021,143.806,2.064
Kalimantan Selatan,5/1/2021,144.025,0.219
Kalimantan Selatan,5/2/2021,144.349,0.324
Kalimantan Selatan,5/3/2021,147.693,3.344
Kalimantan Selatan,5/4/2021,150.999,3.306
Kalimantan Selatan,5/5/2021,154.747,3.748
Kalimantan Selatan,5/6/2021,159.064,4.317
Kalimantan Selatan,5/7/2021,160.449,1.385
Kalimantan Selatan,5/8/2021,163.744,3.295
Kalimantan Selatan,5/9/2021,163.816,0.072
Kalimantan Selatan,5/10/2021,166.35,2.534
Kalimantan Selatan,5/11/2021,168.583,2.233
Kalimantan Selatan,5/12/2021,168.606,0.023
Kalimantan Selatan,5/13/2021,168.607,0.001
Kalimantan Selatan,5/14/2021,168.611,0.004
Kalimantan Selatan,5/15/2021,168.655,0.044
Kalimantan Selatan,5/17/2021,169.891,1.236
Kalimantan Selatan,5/18/2021,172.974,3.083
Kalimantan Selatan,5/19/2021,176.801,3.827
Kalimantan Selatan,5/20/2021,181.38,4.579
Kalimantan Selatan,5/21/2021,183.422,2.042
Kalimantan Selatan,5/22/2021,185.632,2.21
Kalimantan Selatan,5/23/2021,185.753,0.121
Kalimantan Selatan,5/24/2021,188.504,2.751
Kalimantan Selatan,5/25/2021,191.651,3.147
Kalimantan Selatan,5/26/2021,191.709,0.058
Kalimantan Selatan,5/27/2021,194.801,3.092
Kalimantan Selatan,5/28/2021,196.35,1.549
Kalimantan Selatan,5/29/2021,198.347,1.997
Kalimantan Selatan,5/30/2021,198.35,0.003
Kalimantan Selatan,5/31/2021,200.859,2.509
Kalimantan Selatan,6/1/2021,200.863,0.004
Kalimantan Selatan,6/2/2021,204.135,3.272
Kalimantan Selatan,6/3/2021,206.547,2.412
Kalimantan Selatan,6/4/2021,207.029,0.482
Kalimantan Selatan,6/5/2021,208.869,1.84
Kalimantan Selatan,6/6/2021,208.918,0.049
Kalimantan Selatan,6/7/2021,212.536,3.618
Kalimantan Selatan,6/8/2021,216.581,4.045
Kalimantan Selatan,6/9/2021,220.687,4.106
Kalimantan Selatan,6/10/2021,225.09,4.403
Kalimantan Selatan,6/11/2021,226.36,1.27
Kalimantan Selatan,6/12/2021,228.594,2.234
Kalimantan Selatan,6/13/2021,228.596,0.002
Kalimantan Selatan,6/14/2021,231.365,2.769
Kalimantan Selatan,6/15/2021,235.186,3.821
Kalimantan Selatan,6/16/2021,238.881,3.695
Kalimantan Selatan,6/17/2021,242.484,3.603
Kalimantan Selatan,6/18/2021,243.358,0.874
Kalimantan Selatan,6/19/2021,245.303,1.945
Kalimantan Selatan,6/20/2021,245.305,0.002
Kalimantan Selatan,6/21/2021,248.239,2.934
Kalimantan Selatan,6/22/2021,250.37,2.131
Kalimantan Selatan,6/23/2021,252.41,2.04
Kalimantan Selatan,6/24/2021,254.436,2.026
Kalimantan Selatan,6/25/2021,255.38,0.944
Kalimantan Selatan,6/26/2021,284.933,29.553
Kalimantan Selatan,6/27/2021,288.113,3.18
Kalimantan Selatan,6/28/2021,304.84,16.727
Kalimantan Selatan,6/29/2021,321.856,17.016
Kalimantan Selatan,6/30/2021,339.728,17.872
Kalimantan Selatan,7/1/2021,351.87,12.142
Kalimantan Selatan,7/2/2021,356.28,4.41
Kalimantan Selatan,7/3/2021,362.009,5.729
Kalimantan Selatan,7/4/2021,363.231,1.222
Kalimantan Selatan,7/5/2021,368.401,5.17
Kalimantan Selatan,7/6/2021,374.53,6.129
Kalimantan Selatan,7/7/2021,380.864,6.334
Kalimantan Selatan,7/8/2021,386.14,5.276
Kalimantan Selatan,7/9/2021,388.572,2.432
Kalimantan Selatan,7/10/2021,392.985,4.413
Kalimantan Selatan,7/11/2021,393.465,0.48
Kalimantan Selatan,7/12/2021,397.701,4.236
Kalimantan Selatan,7/13/2021,404.931,7.23
Kalimantan Selatan,7/14/2021,410.521,5.59
Kalimantan Tengah,1/13/2021,0,0
Kalimantan Tengah,1/14/2021,0.184,0.184
Kalimantan Tengah,1/15/2021,0.313,0.129
Kalimantan Tengah,1/16/2021,0.368,0.055
Kalimantan Tengah,1/18/2021,0.617,0.249
Kalimantan Tengah,1/19/2021,0.783,0.166
Kalimantan Tengah,1/20/2021,1.106,0.323
Kalimantan Tengah,1/21/2021,1.413,0.307
Kalimantan Tengah,1/22/2021,1.509,0.096
Kalimantan Tengah,1/23/2021,1.587,0.078
Kalimantan Tengah,1/25/2021,1.796,0.209
Kalimantan Tengah,1/26/2021,1.965,0.169
Kalimantan Tengah,1/27/2021,2.21,0.245
Kalimantan Tengah,1/28/2021,2.49,0.28
Kalimantan Tengah,1/29/2021,2.663,0.173
Kalimantan Tengah,1/30/2021,2.883,0.22
Kalimantan Tengah,1/31/2021,2.903,0.02
Kalimantan Tengah,2/1/2021,4.243,1.34
Kalimantan Tengah,2/2/2021,5.37,1.127
Kalimantan Tengah,2/3/2021,7.394,2.024
Kalimantan Tengah,2/4/2021,9.393,1.999
Kalimantan Tengah,2/5/2021,10.987,1.594
Kalimantan Tengah,2/6/2021,12.545,1.558
Kalimantan Tengah,2/7/2021,12.558,0.013
Kalimantan Tengah,2/8/2021,13.555,0.997
Kalimantan Tengah,2/9/2021,14.181,0.626
Kalimantan Tengah,2/10/2021,14.528,0.347
Kalimantan Tengah,2/11/2021,14.966,0.438
Kalimantan Tengah,2/12/2021,14.981,0.015
Kalimantan Tengah,2/13/2021,15.199,0.218
Kalimantan Tengah,2/15/2021,15.863,0.664
Kalimantan Tengah,2/16/2021,16.319,0.456
Kalimantan Tengah,2/17/2021,16.821,0.502
Kalimantan Tengah,2/18/2021,17.583,0.762
Kalimantan Tengah,2/19/2021,17.957,0.374
Kalimantan Tengah,2/20/2021,18.252,0.295
Kalimantan Tengah,2/21/2021,18.261,0.009
Kalimantan Tengah,2/22/2021,18.491,0.23
Kalimantan Tengah,2/23/2021,18.615,0.124
Kalimantan Tengah,2/24/2021,18.822,0.207
Kalimantan Tengah,2/25/2021,18.986,0.164
Kalimantan Tengah,2/26/2021,19.035,0.049
Kalimantan Tengah,2/27/2021,19.105,0.07
Kalimantan Tengah,2/28/2021,19.107,0.002
Kalimantan Tengah,3/1/2021,19.185,0.078
Kalimantan Tengah,3/2/2021,19.293,0.108
Kalimantan Tengah,3/3/2021,19.405,0.112
Kalimantan Tengah,3/4/2021,19.598,0.193
Kalimantan Tengah,3/5/2021,19.852,0.254
Kalimantan Tengah,3/6/2021,20.351,0.499
Kalimantan Tengah,3/7/2021,20.641,0.29
Kalimantan Tengah,3/8/2021,23.614,2.973
Kalimantan Tengah,3/9/2021,27.57,3.956
Kalimantan Tengah,3/10/2021,31.921,4.351
Kalimantan Tengah,3/11/2021,32.135,0.214
Kalimantan Tengah,3/12/2021,33.519,1.384
Kalimantan Tengah,3/13/2021,34.565,1.046
Kalimantan Tengah,3/14/2021,34.566,0.001
Kalimantan Tengah,3/15/2021,38.457,3.891
Kalimantan Tengah,3/16/2021,41.217,2.76
Kalimantan Tengah,3/17/2021,44.065,2.848
Kalimantan Tengah,3/18/2021,46.234,2.169
Kalimantan Tengah,3/19/2021,47.321,1.087
Kalimantan Tengah,3/20/2021,51.799,4.478
Kalimantan Tengah,3/21/2021,54.951,3.152
Kalimantan Tengah,3/22/2021,57.161,2.21
Kalimantan Tengah,3/23/2021,58.536,1.375
Kalimantan Tengah,3/24/2021,59.784,1.248
Kalimantan Tengah,3/25/2021,61.651,1.867
Kalimantan Tengah,3/26/2021,62.354,0.703
Kalimantan Tengah,3/27/2021,63.855,1.501
Kalimantan Tengah,3/28/2021,63.954,0.099
Kalimantan Tengah,3/29/2021,65.125,1.171
Kalimantan Tengah,3/30/2021,66.421,1.296
Kalimantan Tengah,3/31/2021,67.676,1.255
Kalimantan Tengah,4/1/2021,68.773,1.097
Kalimantan Tengah,4/2/2021,68.806,0.033
Kalimantan Tengah,4/3/2021,69.023,0.217
Kalimantan Tengah,4/4/2021,69.096,0.073
Kalimantan Tengah,4/5/2021,70.262,1.166
Kalimantan Tengah,4/6/2021,71.229,0.967
Kalimantan Tengah,4/7/2021,72.163,0.934
Kalimantan Tengah,4/8/2021,73.102,0.939
Kalimantan Tengah,4/9/2021,73.352,0.25
Kalimantan Tengah,4/10/2021,73.969,0.617
Kalimantan Tengah,4/11/2021,74.001,0.032
Kalimantan Tengah,4/12/2021,75.344,1.343
Kalimantan Tengah,4/13/2021,75.844,0.5
Kalimantan Tengah,4/14/2021,76.453,0.609
Kalimantan Tengah,4/15/2021,77.142,0.689
Kalimantan Tengah,4/16/2021,77.358,0.216
Kalimantan Tengah,4/17/2021,77.853,0.495
Kalimantan Tengah,4/18/2021,77.855,0.002
Kalimantan Tengah,4/19/2021,79.26,1.405
Kalimantan Tengah,4/20/2021,80.07,0.81
Kalimantan Tengah,4/21/2021,81.236,1.166
Kalimantan Tengah,4/22/2021,84.453,3.217
Kalimantan Tengah,4/23/2021,84.893,0.44
Kalimantan Tengah,4/24/2021,85.542,0.649
Kalimantan Tengah,4/25/2021,85.557,0.015
Kalimantan Tengah,4/26/2021,86.141,0.584
Kalimantan Tengah,4/27/2021,87.225,1.084
Kalimantan Tengah,4/28/2021,88.216,0.991
Kalimantan Tengah,4/29/2021,89.796,1.58
Kalimantan Tengah,4/30/2021,90.535,0.739
Kalimantan Tengah,5/1/2021,90.572,0.037
Kalimantan Tengah,5/2/2021,90.576,0.004
Kalimantan Tengah,5/3/2021,91.777,1.201
Kalimantan Tengah,5/4/2021,93.278,1.501
Kalimantan Tengah,5/5/2021,95.083,1.805
Kalimantan Tengah,5/6/2021,96.965,1.882
Kalimantan Tengah,5/7/2021,97.921,0.956
Kalimantan Tengah,5/8/2021,98.91,0.989
Kalimantan Tengah,5/9/2021,98.915,0.005
Kalimantan Tengah,5/10/2021,99.887,0.972
Kalimantan Tengah,5/11/2021,100.511,0.624
Kalimantan Tengah,5/12/2021,100.697,0.186
Kalimantan Tengah,5/13/2021,100.697,0
Kalimantan Tengah,5/15/2021,100.773,0.076
Kalimantan Tengah,5/16/2021,100.773,0
Kalimantan Tengah,5/17/2021,101.757,0.984
Kalimantan Tengah,5/18/2021,104.089,2.332
Kalimantan Tengah,5/19/2021,107.128,3.039
Kalimantan Tengah,5/20/2021,110.21,3.082
Kalimantan Tengah,5/21/2021,111.94,1.73
Kalimantan Tengah,5/22/2021,119.446,7.506
Kalimantan Tengah,5/23/2021,122.391,2.945
Kalimantan Tengah,5/24/2021,128.327,5.936
Kalimantan Tengah,5/25/2021,133.167,4.84
Kalimantan Tengah,5/26/2021,133.626,0.459
Kalimantan Tengah,5/27/2021,139.071,5.445
Kalimantan Tengah,5/28/2021,142.389,3.318
Kalimantan Tengah,5/29/2021,149.241,6.852
Kalimantan Tengah,5/30/2021,151.063,1.822
Kalimantan Tengah,5/31/2021,155.311,4.248
Kalimantan Tengah,6/1/2021,156.456,1.145
Kalimantan Tengah,6/2/2021,161.933,5.477
Kalimantan Tengah,6/3/2021,170.216,8.283
Kalimantan Tengah,6/4/2021,175.609,5.393
Kalimantan Tengah,6/5/2021,184.859,9.25
Kalimantan Tengah,6/6/2021,186.022,1.163
Kalimantan Tengah,6/7/2021,192.777,6.755
Kalimantan Tengah,6/8/2021,199.648,6.871
Kalimantan Tengah,6/9/2021,206.554,6.906
Kalimantan Tengah,6/10/2021,215.385,8.831
Kalimantan Tengah,6/11/2021,219.411,4.026
Kalimantan Tengah,6/12/2021,228.063,8.652
Kalimantan Tengah,6/13/2021,228.528,0.465
Kalimantan Tengah,6/14/2021,234.98,6.452
Kalimantan Tengah,6/15/2021,240.601,5.621
Kalimantan Tengah,6/16/2021,245.985,5.384
Kalimantan Tengah,6/17/2021,251.431,5.446
Kalimantan Tengah,6/18/2021,254.683,3.252
Kalimantan Tengah,6/19/2021,260.313,5.63
Kalimantan Tengah,6/20/2021,261.584,1.271
Kalimantan Tengah,6/21/2021,269.405,7.821
Kalimantan Tengah,6/22/2021,276.367,6.962
Kalimantan Tengah,6/23/2021,283.311,6.944
Kalimantan Tengah,6/24/2021,292.36,9.049
Kalimantan Tengah,6/25/2021,298.88,6.52
Kalimantan Tengah,6/26/2021,315.848,16.968
Kalimantan Tengah,6/27/2021,316.69,0.842
Kalimantan Tengah,6/28/2021,329.561,12.871
Kalimantan Tengah,6/29/2021,341.829,12.268
Kalimantan Tengah,6/30/2021,353.001,11.172
Kalimantan Tengah,7/1/2021,365.098,12.097
Kalimantan Tengah,7/2/2021,370.708,5.61
Kalimantan Tengah,7/3/2021,379.224,8.516
Kalimantan Tengah,7/4/2021,381.444,2.22
Kalimantan Tengah,7/5/2021,385.875,4.431
Kalimantan Tengah,7/6/2021,388.278,2.403
Kalimantan Tengah,7/7/2021,392.063,3.785
Kalimantan Tengah,7/8/2021,394.518,2.455
Kalimantan Tengah,7/9/2021,395.836,1.318
Kalimantan Tengah,7/10/2021,399.295,3.459
Kalimantan Tengah,7/11/2021,399.45,0.155
Kalimantan Tengah,7/12/2021,402.965,3.515
Kalimantan Tengah,7/13/2021,406.375,3.41
Kalimantan Tengah,7/14/2021,407.803,1.428
Kalimantan Timur,1/13/2021,0.001,0.001
Kalimantan Timur,1/14/2021,0.404,0.403
Kalimantan Timur,1/15/2021,0.762,0.358
Kalimantan Timur,1/16/2021,1.038,0.276
Kalimantan Timur,1/17/2021,1.043,0.005
Kalimantan Timur,1/18/2021,1.589,0.546
Kalimantan Timur,1/19/2021,2.012,0.423
Kalimantan Timur,1/20/2021,2.549,0.537
Kalimantan Timur,1/21/2021,3.201,0.652
Kalimantan Timur,1/22/2021,3.569,0.368
Kalimantan Timur,1/23/2021,3.755,0.186
Kalimantan Timur,1/24/2021,3.756,0.001
Kalimantan Timur,1/25/2021,4.182,0.426
Kalimantan Timur,1/26/2021,4.577,0.395
Kalimantan Timur,1/27/2021,5.55,0.973
Kalimantan Timur,1/28/2021,8.688,3.138
Kalimantan Timur,1/29/2021,12.836,4.148
Kalimantan Timur,1/30/2021,16.926,4.09
Kalimantan Timur,1/31/2021,17.915,0.989
Kalimantan Timur,2/1/2021,19.133,1.218
